Direction,District,Elevator,Floor,Id,Layout,Price,Region,Renovation,Size,Year 
,新都城区,有,高楼层 (共33层),106101148605,3室1厅,205,南,毛坯,134.35㎡,2018年建
,红牌楼,无,高楼层 (共6层),106101146883,2室2厅,140,东北,精装,80.55㎡,2005年建
,外光华,有,低楼层 (共21层),106101139285,3室1厅,210,东 南,毛坯,92.7㎡,2014年建
,航空港,无,低楼层 (共6层),106101139028,3室2厅,124,西北,其他,108.9㎡,2008年建
,大丰,有,低楼层 (共26层),106101138476,3室1厅,158,南,其他,121.16㎡,2008年建
,市一医院,有,高楼层 (共32层),106101138037,3室2厅,385,南 北,毛坯,153.13㎡,2013年建
,东山,有,高楼层 (共26层),106101138108,3室2厅,108,西南 西北,毛坯,92.13㎡,2012年建
,九里堤,暂无数据,高楼层 (共6层),106101228387,2室1厅,90,东,其他,68.67㎡,1998年建
,草金立交,有,低楼层 (共18层),106101136568,2室1厅,120,西北,简装,80.79㎡,2006年建
,南湖,有,中楼层 (共16层),106101138978,2室2厅,135,南,其他,80.03㎡,2010年建
,高家庄,有,低楼层 (共18层),106101225930,3室2厅,136,西北,其他,86.9㎡,2007年建
,中德,有,中楼层 (共33层),106101225478,3室2厅,253,南,其他,105㎡,2013年建
,温江老城,暂无数据,中楼层 (共6层),106101224848,2室1厅,82,南,其他,76.53㎡,未知年建
,金府,有,中楼层 (共22层),106101222584,2室1厅,123,西南,其他,92.17㎡,2007年建
,琉璃场,有,高楼层 (共42层),106101219373,3室2厅,285,南,精装,128.03㎡,2009年建
,金牛万达,无,高楼层 (共7层),106101218066,2室1厅,76,东南,其他,63.93㎡,1997年建
,蜀汉路,无,中楼层 (共6层),106101216963,2室2厅,103,东南,其他,66.49㎡,2006年建
,华府,暂无数据,高楼层 (共34层),106101216377,3室1厅,162,东南,毛坯,114㎡,2017年建
,华阳,有,低楼层 (共18层),106101220693,3室2厅,180,南,其他,128.36㎡,2009年建
,城南宜家,有,低楼层 (共23层),106101214507,4室2厅,423,南 北,其他,141.01㎡,2015年建
,中德,无,高楼层 (共6层),106101214017,4室2厅,285,南,其他,161㎡,2006年建
,蜀汉路,有,低楼层 (共23层),106101212292,2室1厅,132,西南,其他,82.91㎡,2011年建
,龙湾,有,高楼层 (共18层),106101213784,3室2厅,282,北,其他,115.19㎡,2008年建
,万象城,有,高楼层 (共30层),106101206365,4室2厅,400,东南,精装,128.16㎡,2012年建
,三圣乡,有,中楼层 (共34层),106101206767,2室1厅,102,西南,其他,50.55㎡,2010年建
,五大花园,无,中楼层 (共6层),106101205473,2室1厅,115,东,精装,74.38㎡,2004年建
,武侯祠,有,低楼层 (共18层),106101205366,4室2厅,345,西南,其他,161.07㎡,2006年建
,成外,有,低楼层 (共16层),106101197522,3室2厅,200,西南,其他,121.92㎡,2011年建
,万象城,有,中楼层 (共33层),106101197200,3室2厅,193,西,其他,89.48㎡,2012年建
,中海国际,有,中楼层 (共16层),106101196549,2室2厅,139,东北,其他,77.43㎡,2013年建
,蓝谷地,有,中楼层 (共31层),106101195868,3室2厅,235,东北,其他,135.65㎡,2011年建
,双楠,无,高楼层 (共7层),106101191298,3室2厅,199,西,简装,133.77㎡,2003年建
,市一医院,有,低楼层 (共22层),106101184600,2室2厅,225,西,毛坯,79.15㎡,2014年建
,万年场,有,高楼层 (共26层),106101189047,2室2厅,125,西南,简装,74.37㎡,2010年建
,驷马桥,有,高楼层 (共18层),106101182493,3室2厅,162,北,其他,87.52㎡,2012年建
,通惠门,有,中楼层 (共17层),106101189722,3室2厅,158,西北,其他,139.1㎡,1999年建
,警院,有,中楼层 (共18层),106101180408,2室2厅,124,南,其他,79.27㎡,2010年建
,大面,有,中楼层 (共34层),106101180179,3室2厅,105,南,其他,74.77㎡,2012年建
,府南新区,无,高楼层 (共7层),106101490503,2室1厅,86,南,其他,82.6㎡,1997年建
,双流城区,有,中楼层 (共16层),106101454244,2室1厅,118,西南,其他,86.37㎡,2014年建
,攀成钢,有,中楼层 (共33层),106101440550,2室1厅,218,东南,其他,84.14㎡,2009年建
,丽都,有,中楼层 (共18层),106101406743,2室1厅,140,西南,其他,74.63㎡,2012年建
,丽都,有,高楼层 (共18层),106101406124,2室1厅,155,东南,其他,74.06㎡,2012年建
,府南新区,无,低楼层 (共7层),106101401619,3室2厅,266,南,其他,133.01㎡,2002年建
,合江亭,有,高楼层 (共34层),106101398368,3室2厅,210,南,精装,109.97㎡,2009年建
,草金立交,有,低楼层 (共20层),106101394258,3室2厅,167,西南,简装,89.73㎡,2014年建
,新华公园,无,中楼层 (共7层),106101374443,3室2厅,190,南 北,简装,113.75㎡,2002年建
,新双楠,有,低楼层 (共15层),106101345882,3室1厅,243,东,其他,100.73㎡,2012年建
,草金立交,有,高楼层 (共15层),106101346745,2室1厅,130,西南,精装,79.86㎡,2011年建
,双楠,有,中楼层 (共15层),106101345019,3室2厅,180,南,其他,132.36㎡,2002年建
,郫县万达,无,高楼层 (共7层),106101269399,3室1厅,54.5,东南,精装,72.22㎡,2000年建
,武侯立交,有,低楼层 (共18层),106101269244,5室2厅,560,东南,简装,213.21㎡,2013年建
,东山,有,高楼层 (共18层),106101262537,3室2厅,128,东南,毛坯,105.22㎡,2009年建
,西南交大,暂无数据,中楼层 (共7层),106101258457,2室1厅,83,东南,其他,68㎡,未知年建
,保利公园,有,低楼层 (共24层),106101257358,4室1厅,165,南,其他,136.34㎡,2010年建
,外双楠,有,低楼层 (共12层),106101252273,3室2厅,219,北,其他,108.1㎡,2006年建
,国色天乡,无,中楼层 (共5层),106101251179,2室2厅,68,南,其他,87.41㎡,2008年建
,紫荆,无,中楼层 (共7层),106101246861,3室2厅,180,西南,其他,145.9㎡,2000年建
,成外,有,高楼层 (共16层),106101246195,3室2厅,177,南,其他,111.78㎡,2011年建
,橡树湾,有,高楼层 (共34层),106101245345,3室2厅,115,东南,其他,62.4㎡,2013年建
,大丰,有,中楼层 (共26层),106101242051,2室2厅,120,西,精装,95.41㎡,2008年建
,远大,有,中楼层 (共11层),106101239891,4室2厅,308,西南,其他,154.61㎡,2005年建
,大丰,有,低楼层 (共27层),106101237402,2室2厅,86,西北,简装,77.8㎡,2013年建
,东苑,有,中楼层 (共28层),106101234506,3室1厅,265,南,毛坯,129.16㎡,2011年建
,静居寺,有,高楼层 (共34层),106101237933,3室2厅,222,东北,简装,111.81㎡,2009年建
,航空港,有,低楼层 (共23层),106101236902,3室2厅,116,南,简装,86.3㎡,2009年建
,五块石,无,中楼层 (共7层),106101233949,3室2厅,130,南,其他,97.48㎡,2002年建
,驷马桥,有,低楼层 (共21层),106101233881,1室1厅,78,西南,简装,55.27㎡,2010年建
,沙河堡,有,高楼层 (共34层),106100813147,3室1厅,181,南,其他,79.46㎡,2011年建
,光华大道沿线,有,中楼层 (共26层),106100812301,3室2厅,220,东南,其他,141.89㎡,2009年建
,大面,有,低楼层 (共32层),106100664431,3室2厅,195,南,精装,120.68㎡,2012年建
,大源,有,低楼层 (共27层),106100810402,3室1厅,392,北,其他,134.85㎡,2013年建
,南湖,有,中楼层 (共31层),106100553234,2室1厅,102,东 南,其他,82.25㎡,2008年建
,琉璃场,有,低楼层 (共38层),106101220091,4室2厅,392,南,精装,147㎡,2014年建
,城南宜家,有,中楼层 (共31层),106101387854,3室1厅,217,东南,其他,95.3㎡,2013年建
,水碾河,有,中楼层 (共18层),106101070169,1室1厅,114,东北,精装,57.1㎡,2003年建
,大面,有,高楼层 (共11层),106101669885,4室2厅,275,东南,其他,118.3㎡,2013年建
,营门口,有,高楼层 (共11层),106101616035,3室2厅,172,东北,其他,104㎡,2004年建
,新双楠,有,中楼层 (共15层),106101662384,3室2厅,243,西北,精装,98.96㎡,2012年建
,红星路,暂无数据,高楼层 (共18层),106101644422,2室1厅,240,东,其他,91.97㎡,2006年建
,万象城,有,中楼层 (共33层),106101604428,2室1厅,175,南,精装,84.58㎡,2012年建
,航空港,有,低楼层 (共18层),106101569789,2室2厅,129,西,其他,91.27㎡,2009年建
,双楠,有,中楼层 (共11层),106101435370,2室2厅,177,西南 东北,精装,104.06㎡,2001年建
,华阳,有,高楼层 (共33层),106101569143,3室2厅,148,东,其他,87.57㎡,2016年建
,盐市口,有,中楼层 (共32层),106101432983,2室1厅,295,东,精装,72.03㎡,2009年建
,武侯立交,有,中楼层 (共11层),106101238538,2室1厅,95,东,简装,67.99㎡,2005年建
,高升桥,无,高楼层 (共7层),106101020259,3室1厅,110,西南,简装,90.77㎡,2000年建
,双楠,无,中楼层 (共7层),106101378992,3室1厅,120,南,简装,82.5㎡,2000年建
,八里小区,无,高楼层 (共6层),106101311177,2室2厅,116,南,其他,79.85㎡,2003年建
,万年场,有,低楼层 (共26层),106101003106,3室2厅,190,西北,简装,119.38㎡,2010年建
,万年场,有,中楼层 (共21层),106101244206,2室2厅,160,东南,简装,88.13㎡,2010年建
,温江大学城,有,低楼层 (共11层),106101670958,4室2厅,113,东南,其他,126.7㎡,2013年建
,橡树湾,有,低楼层 (共34层),106101619647,2室2厅,93,东北,其他,52㎡,2013年建
,珠江新城,有,中楼层 (共18层),106101530943,3室2厅,205,西北,其他,140.77㎡,2015年建
,草金立交,有,中楼层 (共18层),106101544949,3室1厅,140,南,其他,83.07㎡,2014年建
,大源,有,中楼层 (共31层),106101555804,3室1厅,400,东北,其他,123.96㎡,2015年建
,马鞍路,有,中楼层 (共12层),106100917509,3室1厅,130,东,其他,119.1㎡,2000年建
,万象城,有,中楼层 (共32层),106101144140,2室2厅,165,南,精装,81.15㎡,2008年建
,草金立交,有,中楼层 (共11层),106101306152,3室2厅,228,西南,简装,126.82㎡,2005年建
,中德,无,低楼层 (共6层),106101450663,2室2厅,155,西,其他,89.71㎡,2006年建
,紫荆,无,低楼层 (共7层),106101406700,2室1厅,91,东南,其他,61㎡,1998年建
,温江大学城,暂无数据,中楼层 (共33层),106101106680,3室2厅,106,东南,其他,119.08㎡,2015年建
,大面,有,高楼层 (共33层),106101404811,3室2厅,123,东南,其他,85.72㎡,2013年建
,蛟龙港,有,高楼层 (共14层),106101401325,3室2厅,140,东,其他,103㎡,2015年建
,华阳,无,低楼层 (共6层),106101398168,3室2厅,142,东南 西北,其他,128.99㎡,2003年建
,SM广场,有,低楼层 (共34层),106101062399,3室1厅,220,西南,精装,77.25㎡,2012年建
,猛追湾,有,中楼层 (共11层),106101408764,3室2厅,185,东南,其他,104.99㎡,2003年建
,温江老城,有,中楼层 (共32层),106101048807,3室2厅,170,东南,其他,127.26㎡,2016年建
,龙泉驿城区,有,高楼层 (共11层),106101300342,2室2厅,115,南,精装,90.31㎡,2015年建
,卓锦城,有,高楼层 (共33层),106101084630,3室2厅,210,西北,精装,74㎡,2015年建
,SM广场,有,低楼层 (共34层),106101186692,2室2厅,186,东南,其他,85.94㎡,2008年建
,一品天下,有,高楼层 (共32层),106101265186,2室2厅,215,东北,精装,85.9㎡,2008年建
,优品道,有,低楼层 (共11层),106101027223,4室2厅,509,南 北,其他,183.15㎡,2006年建
,盐市口,有,低楼层 (共28层),106101022431,4室1厅,390,南,其他,166.4㎡,2000年建
,驷马桥,有,中楼层 (共15层),106101021192,2室1厅,128,东南,其他,80.17㎡,2010年建
,金融城,有,高楼层 (共16层),106100913868,4室2厅,720,南 北,其他,203.01㎡,2008年建
,万象城,有,低楼层 (共32层),106100943077,3室2厅,210,东南,简装,88㎡,2010年建
,新会展,有,低楼层 (共32层),106100872205,4室2厅,398,南,精装,127.57㎡,2012年建
,双楠,有,高楼层 (共18层),106101036053,3室2厅,226,东,简装,133.84㎡,2003年建
,攀成钢,有,低楼层 (共32层),106101529456,2室2厅,185,南,其他,87.77㎡,2012年建
,桐梓林,有,中楼层 (共21层),106101278765,4室2厅,505,南 北,精装,178.78㎡,2009年建
,万年场,有,高楼层 (共38层),106100512285,3室2厅,215,南 北,毛坯,108.21㎡,2015年建
,宽窄巷子,有,中楼层 (共26层),106101456888,1室1厅,155,东南,其他,67.66㎡,2004年建
,外光华,有,高楼层 (共19层),106101345627,3室2厅,300,东南,精装,135.55㎡,2012年建
,万象城,有,低楼层 (共33层),106101267752,3室2厅,210,北,精装,88.31㎡,2012年建
,驷马桥,有,低楼层 (共20层),106101264930,5室2厅,205,北,其他,121.16㎡,2016年建
,桐梓林,有,高楼层 (共11层),106101369043,2室2厅,170,东,精装,82.15㎡,2002年建
,金融城,有,高楼层 (共23层),106101197382,5室2厅,870,南 北,其他,246.4㎡,2012年建
,红牌楼,有,中楼层 (共11层),106101072370,1室2厅,146,东南 西北,精装,88.65㎡,2010年建
,SM广场,有,低楼层 (共33层),106101326054,1室1厅,90,南,其他,46.64㎡,2010年建
,神仙树,有,高楼层 (共17层),106101241486,5室2厅,560,南,毛坯,225.19㎡,2011年建
,龙湾,有,中楼层 (共17层),106100766490,1室1厅,82,南,精装,51.39㎡,2009年建
,静居寺,有,低楼层 (共12层),106101179261,2室2厅,101,西南,简装,60.99㎡,2006年建
,新华公园,无,中楼层 (共6层),106101437179,2室1厅,102,南 北,简装,77.6㎡,1994年建
,万年场,有,低楼层 (共11层),106101574574,2室2厅,116,北,简装,81.99㎡,2006年建
,红牌楼,有,低楼层 (共9层),106101568036,2室1厅,120,东南,其他,95.6㎡,2009年建
,成渝立交,有,高楼层 (共33层),106101335730,2室2厅,160,西北,精装,78.76㎡,2008年建
,九眼桥,有,中楼层 (共33层),106101576448,2室1厅,126,东北,其他,74.51㎡,2008年建
,航空路,有,高楼层 (共19层),106101391206,2室2厅,140,南,简装,87.17㎡,2005年建
,市一医院,有,中楼层 (共11层),106101248921,2室2厅,163,南,简装,82.12㎡,2005年建
,双楠,无,低楼层 (共7层),106101260345,2室1厅,107,南,其他,88.2㎡,2000年建
,八里小区,有,高楼层 (共27层),106101158643,2室2厅,149,东南,精装,89.69㎡,2009年建
,川大,有,中楼层 (共14层),106101181972,2室1厅,160,东北,其他,75.15㎡,2010年建
,高家庄,有,低楼层 (共18层),106101163485,2室2厅,112,南,其他,79.94㎡,2007年建
,外光华,有,高楼层 (共18层),106101129098,2室2厅,188,北,其他,94.14㎡,2012年建
,高升桥,有,低楼层 (共18层),106101640154,1室1厅,85,西北,其他,56.73㎡,2008年建
,光华泡小,有,中楼层 (共28层),106101403315,3室2厅,205,东南,其他,99㎡,2008年建
,航天,暂无数据,低楼层 (共3层),106101509782,2室1厅,62,东南,简装,75.44㎡,未知年建
,芳草,有,高楼层 (共9层),106101382694,3室2厅,205,南,其他,139㎡,2005年建
,丽都,有,高楼层 (共18层),106101457066,2室1厅,139,西北,精装,71.72㎡,2011年建
,新双楠,有,中楼层 (共13层),106101407791,3室2厅,230,南,毛坯,142.54㎡,2006年建
,东郊记忆,有,中楼层 (共33层),106101395840,2室1厅,127,西南,简装,87.63㎡,2009年建
,珠江新城,有,低楼层 (共33层),106101352550,3室2厅,118,东北,其他,84.67㎡,2012年建
,珠江新城,有,高楼层 (共18层),106101300612,4室2厅,209,西北,其他,141.46㎡,2015年建
,丽都,有,中楼层 (共18层),106101343230,2室1厅,172,西南,精装,86㎡,2011年建
,一品天下,有,中楼层 (共32层),106101263343,3室2厅,275,东北,其他,105.44㎡,2008年建
,东郊记忆,有,低楼层 (共28层),106101271906,2室1厅,155,南,其他,88.84㎡,2009年建
,东湖,有,低楼层 (共32层),106101219192,4室2厅,360,南,其他,114㎡,2011年建
,金沙,有,高楼层 (共25层),106101216515,3室2厅,205,西南,其他,104.05㎡,2010年建
,一品天下,有,高楼层 (共18层),106101201389,3室2厅,168,东南 东北,其他,104㎡,未知年建
,东湖,有,高楼层 (共32层),106101213813,3室2厅,268,西南,其他,90.33㎡,2011年建
,新双楠,有,中楼层 (共11层),106101203438,2室2厅,130,东南,精装,65.17㎡,2012年建
,静居寺,有,低楼层 (共34层),106101203300,2室1厅,118,东南,精装,68.25㎡,2009年建
,海洋公园,有,高楼层 (共34层),106101198234,4室1厅,155,南 北,毛坯,99.11㎡,2009年建
,三官堂,有,高楼层 (共9层),106101163701,3室2厅,310,东南,其他,141.3㎡,2003年建
,雅居乐,有,高楼层 (共30层),106101162607,4室2厅,248,南,其他,203㎡,2010年建
,芳草,无,中楼层 (共6层),106101106463,2室2厅,106,北,其他,82.84㎡,2001年建
,橡树湾,有,低楼层 (共34层),106101070136,3室2厅,115,西北,其他,78.95㎡,2013年建
,温江大学城,暂无数据,低楼层 (共33层),106101089146,3室2厅,73,南,其他,84.47㎡,2015年建
,大丰,有,高楼层 (共29层),106101082982,2室1厅,80,东,其他,59.5㎡,2013年建
,珠江新城,有,低楼层 (共33层),106101032368,3室2厅,120,南,毛坯,88.1㎡,2012年建
,贝森,有,高楼层 (共28层),106101206579,3室2厅,178,南,简装,89.57㎡,2009年建
,五大花园,无,中楼层 (共5层),106101204209,4室2厅,248,南,其他,157.89㎡,2000年建
,太升路,有,中楼层 (共32层),106101204030,2室2厅,157,东南,其他,87.93㎡,2009年建
,东郊记忆,有,中楼层 (共33层),106101199977,2室2厅,139,东南,其他,88.55㎡,2009年建
,大面,有,高楼层 (共17层),106101201075,2室2厅,110,西南,毛坯,90.62㎡,2013年建
,温江老城,有,中楼层 (共32层),106101186849,3室2厅,150,西南,其他,127.26㎡,2016年建
,外光华,有,高楼层 (共21层),106101193558,2室2厅,135,北,其他,87.21㎡,2014年建
,成外,有,低楼层 (共14层),106101184903,3室2厅,175,西北,简装,128.24㎡,2008年建
,神仙树,有,中楼层 (共13层),106101148570,2室2厅,238,东南,其他,108.76㎡,2006年建
,新双楠,有,中楼层 (共13层),106101158171,2室2厅,147,西,简装,97.74㎡,2006年建
,武侯立交,无,中楼层 (共8层),106101138804,3室2厅,338,东南,毛坯,138㎡,2014年建
,高升桥,有,低楼层 (共21层),106101132059,2室1厅,140,东北,简装,78.36㎡,2011年建
,九眼桥,有,中楼层 (共26层),106101119221,2室2厅,180,西南,其他,91.48㎡,2005年建
,九眼桥,有,中楼层 (共26层),106101119209,2室2厅,180,西南,其他,91.48㎡,2005年建
,大面,有,低楼层 (共32层),106101091718,3室1厅,167,东南,其他,122.3㎡,2011年建
,川音,有,高楼层 (共11层),106101058745,3室2厅,275,西,其他,130㎡,2004年建
,花牌坊,有,高楼层 (共33层),106101080626,2室1厅,158,东南,其他,82.52㎡,2009年建
,红光,有,高楼层 (共31层),106101063184,3室2厅,123,南 北,其他,108.34㎡,2013年建
,金沙,有,高楼层 (共27层),106101020847,4室2厅,360,东南,其他,140.81㎡,2010年建
,蓝谷地,有,中楼层 (共32层),106100969149,2室2厅,138,东,其他,87.84㎡,2011年建
,太升路,有,低楼层 (共32层),106100981458,2室2厅,140,西,其他,88.67㎡,2009年建
,大源,有,低楼层 (共32层),106100953510,3室2厅,300,南,其他,123.99㎡,2013年建
,动物园,有,低楼层 (共18层),106101374951,2室1厅,110,东 北,其他,72.33㎡,2011年建
,建设路,有,高楼层 (共25层),106101366098,3室2厅,255,东南,简装,126.61㎡,2008年建
,紫荆,无,高楼层 (共7层),106101363453,3室1厅,140,南,其他,103.77㎡,2000年建
,大源,有,高楼层 (共26层),106101327679,2室2厅,205,北,其他,92.24㎡,2012年建
,紫荆,无,低楼层 (共7层),106101337068,2室2厅,142,南,其他,89.54㎡,2002年建
,棕北,有,中楼层 (共32层),106101478362,4室1厅,339,西北,其他,131.16㎡,2014年建
,光华泡小,有,高楼层 (共35层),106101281552,2室1厅,230,东,精装,87.18㎡,2011年建
,三圣乡,有,中楼层 (共34层),106101462088,2室1厅,125,东南,精装,79.62㎡,2009年建
,神仙树,有,中楼层 (共13层),106101444497,3室2厅,351,南 北,其他,146.65㎡,2006年建
,珠江新城,有,高楼层 (共18层),106101433890,4室2厅,200,西北,其他,141.46㎡,2015年建
,新双楠,有,中楼层 (共18层),106101417171,2室1厅,145,北,精装,69.97㎡,2013年建
,新双楠,有,中楼层 (共13层),106101428195,3室2厅,236,东南,其他,119㎡,2006年建
,草金立交,有,中楼层 (共18层),106101379679,3室1厅,128,西南,其他,89.2㎡,2008年建
,合江亭,有,低楼层 (共25层),106101382352,2室2厅,225,北,其他,89.21㎡,2010年建
,航天,有,低楼层 (共33层),106101391069,2室2厅,82,西南,简装,89.6㎡,2006年建
,建设路,有,中楼层 (共24层),106101381230,3室1厅,310,南 北,其他,100.86㎡,2017年建
,西南财大,有,中楼层 (共22层),106101378689,3室2厅,285,西北,其他,127.21㎡,2009年建
,五大花园,无,中楼层 (共7层),106101376317,4室2厅,140,东南,其他,168.4㎡,2000年建
,蓝谷地,有,低楼层 (共34层),106101369302,3室2厅,155,东,其他,86.24㎡,2010年建
,贝森,无,中楼层 (共7层),106101352109,3室2厅,220,南,简装,144.37㎡,2003年建
,新都城区,有,高楼层 (共11层),106101345378,3室2厅,122,东南,其他,110.54㎡,2014年建
,温江大学城,有,中楼层 (共11层),106101284711,4室2厅,122,东南,毛坯,123.01㎡,2013年建
,大丰,暂无数据,中楼层 (共33层),106101281709,3室2厅,116,东,其他,104㎡,未知年建
,红牌楼,有,高楼层 (共11层),106101287261,1室2厅,92,东北,毛坯,60.58㎡,2008年建
,蜀汉路,有,低楼层 (共23层),106101274900,2室1厅,120,西北,简装,71.17㎡,2011年建
,花照壁,无,中楼层 (共6层),106101262057,3室2厅,155,西南,其他,108.09㎡,2002年建
,优品道,有,中楼层 (共11层),106101303217,3室2厅,360,南,精装,142.41㎡,2006年建
,新都城区,有,高楼层 (共27层),106101302521,2室1厅,58,北,其他,46.65㎡,未知年建
,沙河堡,有,中楼层 (共34层),106101293758,3室2厅,165,北,其他,88.93㎡,2011年建
,航空港,有,中楼层 (共16层),106101298045,2室1厅,80,南,其他,66.41㎡,2013年建
,西南财大,有,低楼层 (共27层),106101271078,3室1厅,268,北,其他,112.79㎡,2013年建
,人民公园,有,低楼层 (共32层),106101291885,2室2厅,230,西南,简装,100.48㎡,2009年建
,天府长城,有,中楼层 (共33层),106101264572,4室2厅,420,西南,其他,141.12㎡,2013年建
,芙蓉古城,有,低楼层 (共18层),106101262810,2室2厅,90,西北,毛坯,89.2㎡,2012年建
,洪河,有,中楼层 (共33层),106101258829,3室2厅,128,东南,精装,77.62㎡,2012年建
,琉璃场,无,中楼层 (共6层),106101251498,1室1厅,57,东,简装,40.08㎡,2005年建
,华西,无,中楼层 (共6层),106101250821,2室1厅,78,东,简装,57.52㎡,1995年建
,城南宜家,有,中楼层 (共18层),106101250375,2室2厅,160,北,简装,86.43㎡,2010年建
,城南宜家,有,高楼层 (共18层),106101250715,1室1厅,75,南,其他,48.03㎡,2009年建
,外光华,有,高楼层 (共21层),106101221294,3室2厅,192,南,其他,94.71㎡,2013年建
,浣花溪,无,低楼层 (共6层),106101218799,1室1厅,105,南,简装,41.81㎡,1998年建
,花都大道,无,中楼层 (共5层),106101245240,4室2厅,130,东南,简装,122.12㎡,2008年建
,簇桥,有,中楼层 (共11层),106101215698,2室1厅,105,西北,其他,63.31㎡,2012年建
,温江新城,有,高楼层 (共30层),106101243342,3室2厅,125,东南,其他,91.27㎡,2012年建
,五块石,有,低楼层 (共18层),106101272636,2室1厅,90,南,其他,77.54㎡,未知年建
,温江老城,有,低楼层 (共39层),106101270538,3室2厅,132,南,其他,110.27㎡,2016年建
,双楠,无,低楼层 (共7层),106101256514,3室1厅,89,东南,其他,67.89㎡,2000年建
,外光华,有,低楼层 (共22层),106101248886,2室1厅,118,南,其他,70.09㎡,2010年建
,珠江新城,有,中楼层 (共33层),106101236379,4室2厅,165,东北,其他,113.55㎡,2012年建
,温江大学城,暂无数据,中楼层 (共17层),106101232585,2室1厅,79,南,其他,82.96㎡,2010年建
,茶店子,无,中楼层 (共6层),106101231394,2室2厅,109,西南,其他,75.73㎡,2007年建
,营门口,有,高楼层 (共33层),106101230483,2室2厅,173,东北,其他,81.06㎡,2009年建
,龙泉驿城区,有,中楼层 (共11层),106101213520,4室2厅,150,南,简装,140.79㎡,2012年建
,外光华,有,高楼层 (共21层),106101227551,2室2厅,125,东,其他,83.93㎡,2010年建
,万年场,有,低楼层 (共11层),106101211658,3室2厅,175,南,简装,119.36㎡,2006年建
,营门口,无,中楼层 (共8层),106101180274,2室1厅,55,东南,其他,49.56㎡,2003年建
,万象城,有,高楼层 (共32层),106101151393,1室1厅,80,西,简装,44.1㎡,2008年建
,东郊记忆,有,高楼层 (共33层),106101156111,2室1厅,138,西,其他,89.52㎡,2009年建
,温江大学城,暂无数据,中楼层 (共25层),106101120313,3室2厅,85,东南,其他,88.04㎡,2015年建
,合江亭,无,低楼层 (共7层),106101143062,3室1厅,205,东南,其他,124.03㎡,2001年建
,芙蓉古城,有,低楼层 (共25层),106101113596,3室2厅,105,南,其他,98.11㎡,未知年建
,驷马桥,有,低楼层 (共18层),106101131068,1室1厅,78,北,简装,50.57㎡,2016年建
,棕北,有,高楼层 (共18层),106101107485,5室2厅,495,东南 南,其他,272.19㎡,2004年建
,三圣乡,有,中楼层 (共34层),106101106747,2室2厅,130,东,简装,77.31㎡,2011年建
,大面,有,高楼层 (共33层),106101210428,3室1厅,142,东,其他,112.48㎡,2013年建
,五大花园,无,中楼层 (共7层),106101100128,2室1厅,78,东南 南,其他,67.6㎡,1999年建
,成外,有,高楼层 (共13层),106101290864,2室2厅,91,东南,精装,75.78㎡,2011年建
,蓝谷地,有,高楼层 (共34层),106101297404,2室1厅,120,东南,其他,82.2㎡,2008年建
,三官堂,有,高楼层 (共34层),106101288104,2室2厅,189,北,精装,86.95㎡,2009年建
,西南交大,无,中楼层 (共7层),106101297131,3室2厅,103,东,其他,83.63㎡,2000年建
,芙蓉古城,有,中楼层 (共18层),106101293309,2室2厅,89,西南,其他,89.2㎡,2013年建
,万象城,有,低楼层 (共33层),106101280008,3室2厅,136,北,精装,81.93㎡,2008年建
,花照壁,无,低楼层 (共6层),106101169881,3室1厅,150,西北,精装,108.95㎡,2002年建
,合江亭,无,高楼层 (共7层),106101371058,3室2厅,140,南,精装,117.33㎡,未知年建
,犀浦,无,高楼层 (共6层),106101262510,3室2厅,122,东南,简装,120.4㎡,2004年建
,外光华,有,中楼层 (共21层),106101218632,3室2厅,268,东,其他,130.88㎡,2013年建
,橡树湾,有,高楼层 (共34层),106100903574,7室3厅,180,东南,其他,62.42㎡,2013年建
,金融城,有,高楼层 (共32层),106101048637,4室2厅,720,北,其他,202.86㎡,2013年建
,成外,有,中楼层 (共18层),106101170033,4室2厅,290,东南,其他,191.93㎡,2011年建
,九眼桥,有,低楼层 (共42层),106101158536,3室2厅,210,东北,精装,90.87㎡,2009年建
,李家沱,有,中楼层 (共18层),106101434498,3室2厅,197,东北,毛坯,106.91㎡,2007年建
,府南新区,有,低楼层 (共9层),106101248598,3室2厅,182,东南,精装,98㎡,2002年建
,玉林,有,中楼层 (共33层),106100841060,2室2厅,290,北,精装,85.97㎡,2012年建
,市一医院,有,高楼层 (共20层),106101238888,3室2厅,340,南,毛坯,144.95㎡,2013年建
,金融城,有,中楼层 (共16层),106101023632,3室2厅,238,西,毛坯,119.71㎡,2006年建
,SM广场,有,高楼层 (共34层),106100970801,2室1厅,190,东,简装,85.94㎡,2008年建
,市一医院,有,高楼层 (共20层),106101238882,3室1厅,320,西,毛坯,143.85㎡,2013年建
,新华公园,有,低楼层 (共18层),106101198818,2室2厅,144,东,简装,80.9㎡,2010年建
,外双楠,有,中楼层 (共14层),106100880051,4室2厅,500,西南,精装,189.01㎡,2006年建
,草金立交,有,低楼层 (共11层),106101420158,3室1厅,160,西,简装,113.65㎡,2005年建
,猛追湾,无,高楼层 (共8层),106101408596,2室1厅,69,西南,毛坯,59.03㎡,1998年建
,大面,有,低楼层 (共34层),106101569465,3室1厅,125,西南,其他,85.54㎡,未知年建
,航空路,有,中楼层 (共24层),106100941495,1室1厅,125,北,精装,55.26㎡,2011年建
